nome,link,pdf_link
RE 382470 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur14692/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=382470&classe=RE-AgR
ADI 3445,https://jurisprudencia.stf.jus.br/pages/search/sjur91376/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3445&classe=ADI
ARE 680296 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur221311/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=3176597
ADI 2731,https://jurisprudencia.stf.jus.br/pages/search/sjur97888/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2731&classe=ADI
ADI 1662 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur113526/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1662&classe=ADI-MC
ADI 1172,https://jurisprudencia.stf.jus.br/pages/search/sjur96809/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1172&classe=ADI
ADI 1917,https://jurisprudencia.stf.jus.br/pages/search/sjur5628/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1917&classe=ADI
ADPF 413,https://jurisprudencia.stf.jus.br/pages/search/sjur387046/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=15079922
RE 974195 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur360154/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=12038577
ADI 1948,https://jurisprudencia.stf.jus.br/pages/search/sjur97607/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1948&classe=ADI
ADI 1348 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116668/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1348&classe=ADI-MC
ADI 687,https://jurisprudencia.stf.jus.br/pages/search/sjur91936/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=687&classe=ADI
RE 1040328 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur382952/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14613939
ADI 1127,https://jurisprudencia.stf.jus.br/pages/search/sjur179246/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1127&classe=ADI
ADI 1474,https://jurisprudencia.stf.jus.br/pages/search/sjur14109/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1474&classe=ADI
ADI 3147,https://jurisprudencia.stf.jus.br/pages/search/sjur8054/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3147&classe=ADI
ADI 2079,https://jurisprudencia.stf.jus.br/pages/search/sjur95927/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2079&classe=ADI
Rcl 24423 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur361604/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=12173386
ADI 303,https://jurisprudencia.stf.jus.br/pages/search/sjur15501/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=303&classe=ADI
ADI 3592,https://jurisprudencia.stf.jus.br/pages/search/sjur92806/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3592&classe=ADI
Rcl 29110 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur404215/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749845425
ADI 2350,https://jurisprudencia.stf.jus.br/pages/search/sjur97326/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2350&classe=ADI
ADI 2104,https://jurisprudencia.stf.jus.br/pages/search/sjur4428/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2104&classe=ADI
AI 608884 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur1313/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=608884&classe=AI-AgR
ADI 4788 AgR-ED,https://jurisprudencia.stf.jus.br/pages/search/sjur382561/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14570695
ADI 4885 ED-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur403757/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749815258
ADI 3521,https://jurisprudencia.stf.jus.br/pages/search/sjur6877/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3521&classe=ADI
ADI 2160 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur168127/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2160&classe=ADI-MC
ADI 2139 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur168126/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2139&classe=ADI-MC
ADI 2050,https://jurisprudencia.stf.jus.br/pages/search/sjur95934/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2050&classe=ADI
RE 559226 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur88167/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=559226&classe=RE-AgR
ADI 2347,https://jurisprudencia.stf.jus.br/pages/search/sjur18885/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2347&classe=ADI
RE 559222 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur181647/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=559222&classe=RE-AgR
ADI 301,https://jurisprudencia.stf.jus.br/pages/search/sjur99377/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=301&classe=ADI
ADI 844,https://jurisprudencia.stf.jus.br/pages/search/sjur15665/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=844&classe=ADI
ARE 706288 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur311159/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=8833785
ADI 3965,https://jurisprudencia.stf.jus.br/pages/search/sjur206798/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=1871030
ADI 2874,https://jurisprudencia.stf.jus.br/pages/search/sjur97451/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2874&classe=ADI
AI 714949 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur373099/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13562251
ADI 2283,https://jurisprudencia.stf.jus.br/pages/search/sjur8450/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2283&classe=ADI
ADI 2320,https://jurisprudencia.stf.jus.br/pages/search/sjur6982/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2320&classe=ADI
ADI 3361 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur11294/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3361&classe=ADI-MC
ADI 5286 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur395382/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=748748019
Rcl 14847 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur338364/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=10261621
RE 631753 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur194083/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=631753&classe=RE-AgR
ADI 1179,https://jurisprudencia.stf.jus.br/pages/search/sjur15169/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1179&classe=ADI
ADI 2480,https://jurisprudencia.stf.jus.br/pages/search/sjur89780/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2480&classe=ADI
ADI 2656,https://jurisprudencia.stf.jus.br/pages/search/sjur97702/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2656&classe=ADI
ADI 2709,https://jurisprudencia.stf.jus.br/pages/search/sjur3654/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2709&classe=ADI
ADI 4275,https://jurisprudencia.stf.jus.br/pages/search/sjur399205/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749297200
ADI 3085,https://jurisprudencia.stf.jus.br/pages/search/sjur8793/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3085&classe=ADI
RE 1131227 AgR-EDv-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur418035/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751842715
RE 605681 AgR-segundo,https://jurisprudencia.stf.jus.br/pages/search/sjur217158/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=2798797
ADI 2950,https://jurisprudencia.stf.jus.br/pages/search/sjur89944/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2950&classe=ADI
AI 714949 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur373099/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13562251
ADI 1165,https://jurisprudencia.stf.jus.br/pages/search/sjur99933/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1165&classe=ADI
ADI 2710,https://jurisprudencia.stf.jus.br/pages/search/sjur95946/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2710&classe=ADI
ADI 4597 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur197665/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=4597&classe=ADI-MC
ADI 987 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur36187/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=987&classe=ADI-MC
ADI 3617 AgR-ED,https://jurisprudencia.stf.jus.br/pages/search/sjur294794/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=7938275
RE 631753 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur194083/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=631753&classe=RE-AgR
Rcl 14847 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur338364/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=10261621
ADI 3080,https://jurisprudencia.stf.jus.br/pages/search/sjur95392/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3080&classe=ADI
ADI 2339,https://jurisprudencia.stf.jus.br/pages/search/sjur101647/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2339&classe=ADI
RE 605681 AgR-segundo,https://jurisprudencia.stf.jus.br/pages/search/sjur217158/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=2798797
RE 1131227 AgR-EDv-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur418035/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751842715
Rcl 3222 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur89692/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3222&classe=Rcl-ED
ADI 1901,https://jurisprudencia.stf.jus.br/pages/search/sjur96873/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1901&classe=ADI
ADI 1695,https://jurisprudencia.stf.jus.br/pages/search/sjur13116/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1695&classe=ADI
ADI 1145,https://jurisprudencia.stf.jus.br/pages/search/sjur15878/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1145&classe=ADI
RE 456666 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur92303/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=456666&classe=RE-AgR
ADI 3625 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur91186/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3625&classe=ADI-MC
ADI 1461,https://jurisprudencia.stf.jus.br/pages/search/sjur89281/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1461&classe=ADI
ADI 700,https://jurisprudencia.stf.jus.br/pages/search/sjur18890/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=700&classe=ADI
ADI 4364 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur242387/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=4544294
ADI 1863,https://jurisprudencia.stf.jus.br/pages/search/sjur4520/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1863&classe=ADI
ADI 305,https://jurisprudencia.stf.jus.br/pages/search/sjur15338/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=305&classe=ADI
ADI 2393,https://jurisprudencia.stf.jus.br/pages/search/sjur98157/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2393&classe=ADI
ADI 4224 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur197687/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=4224&classe=ADI-AgR
RE 691135 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur303110/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=8367932
Rcl 6121 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur831/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=6121&classe=Rcl-AgR
Rcl 6370 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur350105/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=11109814
Rcl 1821,https://jurisprudencia.stf.jus.br/pages/search/sjur14129/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1821&classe=Rcl
ADI 892,https://jurisprudencia.stf.jus.br/pages/search/sjur17282/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=892&classe=ADI
Rcl 3661 MC-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur94766/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3661&classe=Rcl-MC-AgR
ADI 425,https://jurisprudencia.stf.jus.br/pages/search/sjur97410/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=425&classe=ADI
ADI 2742,https://jurisprudencia.stf.jus.br/pages/search/sjur97897/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2742&classe=ADI
ADI 2267,https://jurisprudencia.stf.jus.br/pages/search/sjur16679/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2267&classe=ADI
Rcl 35633 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur413615/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751218896
ADI 1073,https://jurisprudencia.stf.jus.br/pages/search/sjur18879/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1073&classe=ADI
ADI 2721,https://jurisprudencia.stf.jus.br/pages/search/sjur96161/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2721&classe=ADI
ARE 1045613 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur375549/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13867261
ADI 1434,https://jurisprudencia.stf.jus.br/pages/search/sjur105638/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1434&classe=ADI
Rcl 22410 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur340499/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=10363262
Rcl 27035 AgR-segundo,https://jurisprudencia.stf.jus.br/pages/search/sjur421833/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752412480
Rcl 17157 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur344677/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=10676025
Rcl 11787 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur329436/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=9792865
Rcl 31286 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur410114/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=750728184
Rcl 6021 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur87128/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=6021&classe=Rcl-AgR
Rcl 18226 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur276613/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=6740671
ADI 116,https://jurisprudencia.stf.jus.br/pages/search/sjur116669/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=116&classe=ADI
Rcl 27218 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur376155/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13947201
ADI 3668,https://jurisprudencia.stf.jus.br/pages/search/sjur89916/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3668&classe=ADI
ADI 4422 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur292574/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=7796816
ADI 5577 ED-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur358459/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=11908522
ADI 2674 MC-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur292122/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=7757990
ADI 1175,https://jurisprudencia.stf.jus.br/pages/search/sjur7241/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1175&classe=ADI
ADPF 72 QO,https://jurisprudencia.stf.jus.br/pages/search/sjur93411/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=72&classe=ADPF-QO
ADI 2198,https://jurisprudencia.stf.jus.br/pages/search/sjur238889/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=4340310
ADI 2659,https://jurisprudencia.stf.jus.br/pages/search/sjur96454/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2659&classe=ADI
RE 1108395 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur385889/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14933558
ADI 3438,https://jurisprudencia.stf.jus.br/pages/search/sjur92388/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3438&classe=ADI
ADI 2724,https://jurisprudencia.stf.jus.br/pages/search/sjur96555/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2724&classe=ADI
RE 430514 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur95248/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=430514&classe=RE-AgR
RE 593358 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur189880/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=593358&classe=RE-AgR
ADI 2648 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur89891/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2648&classe=ADI-MC
ARE 647075 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur201550/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=647075&classe=ARE-AgR
ADI 890,https://jurisprudencia.stf.jus.br/pages/search/sjur97466/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=890&classe=ADI
ARE 1091313 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur412490/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751098301
RE 1096029,https://jurisprudencia.stf.jus.br/pages/search/sjur424638/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752678744
ADI 3615 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur88804/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3615&classe=ADI-ED
ARE 1114725 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur412068/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751013831
ADI 1166,https://jurisprudencia.stf.jus.br/pages/search/sjur98390/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1166&classe=ADI
Rcl 29365 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur386023/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14943959
ADI 4075 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur89042/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=4075&classe=ADI-MC
Rcl 17030 AgR-ED,https://jurisprudencia.stf.jus.br/pages/search/sjur384819/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14784919
Rcl 26676 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur421688/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752389596
Rcl 38387 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur425800/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752814870
Rcl 31589 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur423882/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752648128
ADI 4420 ED-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur385642/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14889516
RE 632035 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur190179/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=632035&classe=RE-AgR
Rcl 30112 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur398885/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749246388
ADO 37 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur404603/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749959461
ARE 1050481 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur376553/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13975804
ARE 1160410 AgR-terceiro,https://jurisprudencia.stf.jus.br/pages/search/sjur409852/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=750698806
ADI 4451,https://jurisprudencia.stf.jus.br/pages/search/sjur399151/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=749287337
ADI 2836,https://jurisprudencia.stf.jus.br/pages/search/sjur92879/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2836&classe=ADI
ADI 1245,https://jurisprudencia.stf.jus.br/pages/search/sjur93557/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1245&classe=ADI
Rcl 2522 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur11357/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2522&classe=Rcl-AgR
Rcl 10401 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur364931/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=12609405
ADI 613,https://jurisprudencia.stf.jus.br/pages/search/sjur19719/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=613&classe=ADI
Rcl 5826,https://jurisprudencia.stf.jus.br/pages/search/sjur313594/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=8901753
ADI 1624,https://jurisprudencia.stf.jus.br/pages/search/sjur15041/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1624&classe=ADI
ADI 2720,https://jurisprudencia.stf.jus.br/pages/search/sjur14904/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2720&classe=ADI
RE 597677 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur333317/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=9983800
Rcl 5687 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur378682/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14193834
Rcl 15863 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur285907/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=7310063
ADI 2517,https://jurisprudencia.stf.jus.br/pages/search/sjur99195/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2517&classe=ADI
ADI 2387,https://jurisprudencia.stf.jus.br/pages/search/sjur97356/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2387&classe=ADI
ADI 2606,https://jurisprudencia.stf.jus.br/pages/search/sjur97870/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2606&classe=ADI
ADI 544,https://jurisprudencia.stf.jus.br/pages/search/sjur96521/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=544&classe=ADI
ADI 2984 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur96419/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2984&classe=ADI-MC
Rcl 15796 ED-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur317320/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=9268438
ADI 3098,https://jurisprudencia.stf.jus.br/pages/search/sjur93425/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=3098&classe=ADI
ADI 2387,https://jurisprudencia.stf.jus.br/pages/search/sjur97356/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2387&classe=ADI
ADI 2517,https://jurisprudencia.stf.jus.br/pages/search/sjur99195/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2517&classe=ADI
RE 356544 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur14787/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=356544&classe=RE-AgR
ADI 2984 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur96419/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2984&classe=ADI-MC
ADI 2606,https://jurisprudencia.stf.jus.br/pages/search/sjur97870/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2606&classe=ADI
