nome,link,pdf_link
ADI 2071 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur18774/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2071&classe=ADI-AgR
ADI 530,https://jurisprudencia.stf.jus.br/pages/search/sjur36193/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=530&classe=ADI
ADI 138,https://jurisprudencia.stf.jus.br/pages/search/sjur104791/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=138&classe=ADI
AI 681541 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur172057/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=681541&classe=AI-ED
ADI 1547 AgR-QO,https://jurisprudencia.stf.jus.br/pages/search/sjur18225/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1547&classe=ADI-AgR-QO
ADI 693,https://jurisprudencia.stf.jus.br/pages/search/sjur116378/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=693&classe=ADI
RE 650909 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur208625/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=1958428
ADI 1817 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur16671/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1817&classe=ADI-MC
RE 561836,https://jurisprudencia.stf.jus.br/pages/search/sjur254143/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=5245813
AI 231875 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur220873/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=3164086
ADI 2458 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur97640/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2458&classe=ADI-MC
ADI 1690 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur110026/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1690&classe=ADI-MC
ARE 753929 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur259488/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=5558999
AI 681541 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur172057/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=681541&classe=AI-ED
ADI 224 QO,https://jurisprudencia.stf.jus.br/pages/search/sjur103666/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=224&classe=ADI-QO
RE 650909 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur208625/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=1958428
ADI 57,https://jurisprudencia.stf.jus.br/pages/search/sjur116807/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=57&classe=ADI
ADI 693 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur35400/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=693&classe=ADI-MC
ADI 1396 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116162/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1396&classe=ADI-MC
AI 231875 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur220873/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=3164086
ADI 2132 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur98978/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2132&classe=ADI-MC
ADI 1847 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur105595/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1847&classe=ADI-MC
ADI 527,https://jurisprudencia.stf.jus.br/pages/search/sjur36194/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=527&classe=ADI
ADI 152,https://jurisprudencia.stf.jus.br/pages/search/sjur117218/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=152&classe=ADI
AI 660602 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur206258/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=1831016
ADI 2170 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur103698/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2170&classe=ADI-MC
RE 226874 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur13787/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=226874&classe=RE-AgR
ADI 1890 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur14602/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1890&classe=ADI-MC
ADI 348,https://jurisprudencia.stf.jus.br/pages/search/sjur116255/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=348&classe=ADI
ADI 2438 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur101186/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2438&classe=ADI-AgR
ADI 1962 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur110896/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1962&classe=ADI-MC
ADI 1715 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur11679/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1715&classe=ADI-MC
ADI 919 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur117274/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=919&classe=ADI-MC
ADI 1221,https://jurisprudencia.stf.jus.br/pages/search/sjur13972/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1221&classe=ADI
ADI 2815,https://jurisprudencia.stf.jus.br/pages/search/sjur14008/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2815&classe=ADI
ADI 2564,https://jurisprudencia.stf.jus.br/pages/search/sjur96493/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2564&classe=ADI
ADI 1213 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116647/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1213&classe=ADI-MC
ADI 1212 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116700/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1212&classe=ADI-MC
ADI 2201,https://jurisprudencia.stf.jus.br/pages/search/sjur14052/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2201&classe=ADI
ADI 1999 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur106791/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1999&classe=ADI-MC
ADI 2357 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur13908/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2357&classe=ADI-MC
AI 658243 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur3115/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=658243&classe=AI-AgR
ADI 948,https://jurisprudencia.stf.jus.br/pages/search/sjur104080/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=948&classe=ADI
RE 286778 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur13917/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=286778&classe=RE-AgR
MS 21852,https://jurisprudencia.stf.jus.br/pages/search/sjur102288/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=21852&classe=MS
ADI 2352 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur20209/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2352&classe=ADI-MC
ADI 1583 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur103788/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1583&classe=ADI-MC
ADI 1681,https://jurisprudencia.stf.jus.br/pages/search/sjur12565/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1681&classe=ADI
MI 2518 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur192134/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2518&classe=MI-AgR
ADI 1984 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur100569/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1984&classe=ADI-MC
Rcl 18682 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur300403/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=8221242
ADI 1094 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur101841/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1094&classe=ADI-MC
ADI 2269 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur98187/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2269&classe=ADI-MC
ADI 518,https://jurisprudencia.stf.jus.br/pages/search/sjur36260/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=518&classe=ADI
ACO 1507 TA-Ref,https://jurisprudencia.stf.jus.br/pages/search/sjur233521/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=3993037
ADI 4291 ED,https://jurisprudencia.stf.jus.br/pages/search/sjur230834/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=3824157
ADI 381,https://jurisprudencia.stf.jus.br/pages/search/sjur102370/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=381&classe=ADI
ADI 2314 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur101617/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2314&classe=ADI-MC
AI 440007 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur92314/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=440007&classe=AI-AgR
ADI 320,https://jurisprudencia.stf.jus.br/pages/search/sjur21031/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=320&classe=ADI
RE 693714 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur215332/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=2821733
ARE 1130355 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur395306/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=748727884
RE 395666 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur9826/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=395666&classe=RE-AgR
ADI 699 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur35398/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=699&classe=ADI-MC
RE 488228 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur3735/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=488228&classe=RE-AgR
ADI 175,https://jurisprudencia.stf.jus.br/pages/search/sjur115761/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=175&classe=ADI
ADI 2098 ED-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur99772/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2098&classe=ADI-ED-AgR
ADI 1336 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur119109/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1336&classe=ADI-MC
Rcl 19632 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur370692/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=13159712
ADI 1402 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur33865/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1402&classe=ADI-MC
ADI 2327,https://jurisprudencia.stf.jus.br/pages/search/sjur96680/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2327&classe=ADI
ADI 2283 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur14447/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2283&classe=ADI-MC
ADI 2274 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur97392/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2274&classe=ADI-MC
ADI 98,https://jurisprudencia.stf.jus.br/pages/search/sjur104427/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=98&classe=ADI
ADI 649,https://jurisprudencia.stf.jus.br/pages/search/sjur116570/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=649&classe=ADI
ADI 711 QO,https://jurisprudencia.stf.jus.br/pages/search/sjur35795/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=711&classe=ADI-QO
ADI 729,https://jurisprudencia.stf.jus.br/pages/search/sjur117893/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=729&classe=ADI
ADI 2806,https://jurisprudencia.stf.jus.br/pages/search/sjur97667/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2806&classe=ADI
ADI 507 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur115752/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=507&classe=ADI-MC
ADI 2695,https://jurisprudencia.stf.jus.br/pages/search/sjur97569/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2695&classe=ADI
ADI 1946,https://jurisprudencia.stf.jus.br/pages/search/sjur97665/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1946&classe=ADI
ADI 2555,https://jurisprudencia.stf.jus.br/pages/search/sjur97416/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2555&classe=ADI
ADI 2151 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur98262/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2151&classe=ADI-MC
ADI 511,https://jurisprudencia.stf.jus.br/pages/search/sjur118615/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=511&classe=ADI
ADI 2582,https://jurisprudencia.stf.jus.br/pages/search/sjur14964/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2582&classe=ADI
ADI 953,https://jurisprudencia.stf.jus.br/pages/search/sjur14761/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=953&classe=ADI
ADI 1837,https://jurisprudencia.stf.jus.br/pages/search/sjur96783/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1837&classe=ADI
ADI 1121 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116093/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1121&classe=ADI-MC
ADI 1689,https://jurisprudencia.stf.jus.br/pages/search/sjur14760/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1689&classe=ADI
AI 407387 AgR-ED,https://jurisprudencia.stf.jus.br/pages/search/sjur92171/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=407387&classe=AI-AgR-ED
ADI 689,https://jurisprudencia.stf.jus.br/pages/search/sjur116507/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=689&classe=ADI
ADI 1960 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur101234/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1960&classe=ADI-MC
ADI 1444,https://jurisprudencia.stf.jus.br/pages/search/sjur97559/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1444&classe=ADI
Rcl 2223,https://jurisprudencia.stf.jus.br/pages/search/sjur91592/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2223&classe=Rcl
ADI 1072,https://jurisprudencia.stf.jus.br/pages/search/sjur14978/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1072&classe=ADI
ADI 1002,https://jurisprudencia.stf.jus.br/pages/search/sjur15124/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1002&classe=ADI
ADI 1222,https://jurisprudencia.stf.jus.br/pages/search/sjur14866/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1222&classe=ADI
ADI 1691,https://jurisprudencia.stf.jus.br/pages/search/sjur96870/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1691&classe=ADI
ADI 1857,https://jurisprudencia.stf.jus.br/pages/search/sjur97949/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1857&classe=ADI
ADI 1730,https://jurisprudencia.stf.jus.br/pages/search/sjur97983/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1730&classe=ADI
ADI 2203 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur21770/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2203&classe=ADI-AgR
ADI 1677,https://jurisprudencia.stf.jus.br/pages/search/sjur15345/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1677&classe=ADI
ADI 976 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur35253/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=976&classe=ADI-MC
ADI 335,https://jurisprudencia.stf.jus.br/pages/search/sjur118433/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=335&classe=ADI
AI 749453 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur165236/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=749453&classe=AI-AgR
ADI 1994 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur104305/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1994&classe=ADI-MC
RE 466975 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur87204/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=466975&classe=RE-AgR
ADI 2646 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur99429/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2646&classe=ADI-MC
RE 493705 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur183240/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=493705&classe=RE-AgR
ADI 1254 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur118302/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1254&classe=ADI-AgR
ADI 1214 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur35995/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1214&classe=ADI-MC
ADI 1208 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur36062/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1208&classe=ADI-MC
ADI 1207 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116924/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1207&classe=ADI-MC
ADI 1206 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur104316/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1206&classe=ADI-MC
ADI 1211 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116701/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1211&classe=ADI-MC
ADI 1209 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116923/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1209&classe=ADI-MC
ADI 1216 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116646/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1216&classe=ADI-MC
ADI 1210 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur105060/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1210&classe=ADI-MC
Rcl 14129 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur383762/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14682997
RE 564225 AgR-EDv-AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur416254/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751541704
ADI 951 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur109837/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=951&classe=ADI-MC
ADI 896 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur34597/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=896&classe=ADI-MC
ADI 1802 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur97008/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1802&classe=ADI-MC
ADI 2131 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur103509/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2131&classe=ADI-MC
ADI 1263 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur118701/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1263&classe=ADI-MC
MS 26681,https://jurisprudencia.stf.jus.br/pages/search/sjur86368/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=26681&classe=MS
Rcl 18877 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur315022/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=9115271
Rcl 39683 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur424314/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752666774
Rcl 38456 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur423062/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752558455
Rcl 39749 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur424427/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752654903
ADI 1286 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur117241/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1286&classe=ADI-AgR
ADI 344,https://jurisprudencia.stf.jus.br/pages/search/sjur116859/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=344&classe=ADI
ADI 208,https://jurisprudencia.stf.jus.br/pages/search/sjur15170/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=208&classe=ADI
ADI 261,https://jurisprudencia.stf.jus.br/pages/search/sjur98512/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=261&classe=ADI
ADI 2439,https://jurisprudencia.stf.jus.br/pages/search/sjur97815/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=2439&classe=ADI
ADI 1717,https://jurisprudencia.stf.jus.br/pages/search/sjur97651/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1717&classe=ADI
ADI 1138 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur116161/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1138&classe=ADI-MC
ADI 1776 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur104968/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1776&classe=ADI-MC
ADI 1471 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur117923/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1471&classe=ADI-MC
ADI 551,https://jurisprudencia.stf.jus.br/pages/search/sjur15511/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=551&classe=ADI
ADI 1878,https://jurisprudencia.stf.jus.br/pages/search/sjur96767/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1878&classe=ADI
ARE 862377 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur395783/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=748772970
ADI 4677 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur211782/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=2282853
ADI 4644 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur276338/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=6716999
RE 461878 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur2583/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=461878&classe=RE-AgR
ADI 322,https://jurisprudencia.stf.jus.br/pages/search/sjur98524/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=322&classe=ADI
ADI 881 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur118732/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=881&classe=ADI-MC
ADI 80,https://jurisprudencia.stf.jus.br/pages/search/sjur89668/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=80&classe=ADI
ADI 1846 MC,https://jurisprudencia.stf.jus.br/pages/search/sjur15840/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=1846&classe=ADI-MC
RE 472210 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur246352/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=4759480
ADI 244,https://jurisprudencia.stf.jus.br/pages/search/sjur98571/false,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=244&classe=ADI
RE 1196633 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur425932/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=752848968
Rcl 25416 AgR-segundo,https://jurisprudencia.stf.jus.br/pages/search/sjur410065/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=750728115
Rcl 22718 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur426912/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=753050429
RE 1207789 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur417184/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=751619622
ARE 1241094 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur427428/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=753119348
Rcl 28015 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur382683/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14588310
ARE 911445 AgR,https://jurisprudencia.stf.jus.br/pages/search/sjur378408/false,http://www.stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?idDocumento=14170844
